id,title,text_content,category,year,venue,authors,word_count
a060,基于工具调用的任务型 Agent,智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态 以 规划 为代表的技术路线被广泛采用。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。,智能体,2023,行业白皮书,OpenAI,194
a061,多智能体协作系统的研究进展,相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力 以 工具调用 为代表的技术路线被广泛采用。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。,智能体,2022,技术博客,Google DeepMind,189
a062,多智能体协作系统的研究进展,多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度 以 规划 为代表的技术路线被广泛采用。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。,智能体,2023,行业白皮书,Meta AI,182
a063,多智能体协作系统的研究进展,记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题 以 多智能体 为代表的技术路线被广泛采用。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。,智能体,2024,学术综述,百度,198
a064,智能体的记忆与规划机制,从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务 以 规划 为代表的技术路线被广泛采用。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。,智能体,2023,行业白皮书,阿里达摩院,192
a065,智能体的记忆与规划机制,智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态 以 多智能体 为代表的技术路线被广泛采用。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。,智能体,2024,学术综述,腾讯 AI Lab,196
a066,智能体的记忆与规划机制,相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力 以 Agent 为代表的技术路线被广泛采用。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。,智能体,2020,NeurIPS,智谱 AI,190
a067,自主智能体的反思与自我改进,多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度 以 多智能体 为代表的技术路线被广泛采用。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。,智能体,2024,学术综述,清华大学,184
a068,自主智能体的反思与自我改进,记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题 以 Agent 为代表的技术路线被广泛采用。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。,智能体,2020,NeurIPS,MIT,199
a069,自主智能体的反思与自我改进,从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务 以 AutoGPT 为代表的技术路线被广泛采用。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。,智能体,2021,ICML,斯坦福大学,197
a070,企业场景下的 Agent 应用实践,智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态 以 Agent 为代表的技术路线被广泛采用。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。,智能体,2020,NeurIPS,Anthropic,197
a071,企业场景下的 Agent 应用实践,相比单轮问答，Agent 能够分解任务、调用外部工具并根据反馈调整策略，是 AIGC 应用的更高形态。多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力 以 AutoGPT 为代表的技术路线被广泛采用。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。,智能体,2021,ICML,字节跳动,192
a072,企业场景下的 Agent 应用实践,多智能体协作系统通过角色分工与通信，在软件开发、科学研究等场景展现出潜力。记忆机制让 Agent 能跨越会话保持上下文，规划机制则支持长程任务的分解与调度 以 工具调用 为代表的技术路线被广泛采用。从 AutoGPT 到各类 Agent 框架，AI 正从回答问题走向解决问题。智能体（Agent）以大模型为大脑，结合工具调用、记忆与规划能力，自主完成多步骤的复杂任务。,智能体,2022,技术博客,月之暗面,184
a073,检索增强生成缓解大模型幻觉的研究,检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量 以 RAG 为代表的技术路线被广泛采用。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。,检索增强生成,2020,ACL,商汤研究院,183
a074,检索增强生成缓解大模型幻觉的研究,RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索 以 向量数据库 为代表的技术路线被广泛采用。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。,检索增强生成,2021,NeurIPS,中国科学院,174
a075,检索增强生成缓解大模型幻觉的研究,向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性 以 重排序 为代表的技术路线被广泛采用。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。,检索增强生成,2022,技术博客,OpenAI,185
a076,混合检索在 RAG 系统中的应用,重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索 以 向量数据库 为代表的技术路线被广泛采用。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。,检索增强生成,2021,NeurIPS,Google DeepMind,192
a077,混合检索在 RAG 系统中的应用,GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题 以 重排序 为代表的技术路线被广泛采用。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。,检索增强生成,2022,技术博客,Meta AI,186
a078,混合检索在 RAG 系统中的应用,检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量 以 GraphRAG 为代表的技术路线被广泛采用。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。,检索增强生成,2023,行业白皮书,百度,188
a079,向量数据库支撑的企业级 RAG 实践,RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索 以 重排序 为代表的技术路线被广泛采用。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。,检索增强生成,2022,技术博客,阿里达摩院,172
a080,向量数据库支撑的企业级 RAG 实践,向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性 以 GraphRAG 为代表的技术路线被广泛采用。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。,检索增强生成,2023,行业白皮书,腾讯 AI Lab,190
a081,向量数据库支撑的企业级 RAG 实践,重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索 以 混合检索 为代表的技术路线被广泛采用。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。,检索增强生成,2024,学术综述,智谱 AI,191
a082,RAG 中的重排序与上下文压缩,GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题 以 GraphRAG 为代表的技术路线被广泛采用。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。,检索增强生成,2023,行业白皮书,清华大学,191
a083,RAG 中的重排序与上下文压缩,检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量 以 混合检索 为代表的技术路线被广泛采用。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。,检索增强生成,2024,学术综述,MIT,184
a084,RAG 中的重排序与上下文压缩,RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索 以 RAG 为代表的技术路线被广泛采用。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。,检索增强生成,2020,ACL,斯坦福大学,172
a085,知识库构建与 RAG 的端到端管线,向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性 以 混合检索 为代表的技术路线被广泛采用。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。,检索增强生成,2024,学术综述,Anthropic,186
a086,知识库构建与 RAG 的端到端管线,重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索 以 RAG 为代表的技术路线被广泛采用。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。,检索增强生成,2020,ACL,字节跳动,190
a087,知识库构建与 RAG 的端到端管线,GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题 以 向量数据库 为代表的技术路线被广泛采用。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。,检索增强生成,2021,NeurIPS,月之暗面,188
a088,GraphRAG：知识图谱增强的检索生成,检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量 以 RAG 为代表的技术路线被广泛采用。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。,检索增强生成,2020,ACL,商汤研究院,183
a089,GraphRAG：知识图谱增强的检索生成,RAG 通常结合向量检索与全文检索的混合策略，再用重排序模型提升最终召回质量。向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索 以 向量数据库 为代表的技术路线被广泛采用。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。,检索增强生成,2021,NeurIPS,中国科学院,174
a090,GraphRAG：知识图谱增强的检索生成,向量数据库是 RAG 的基础设施，支持高维向量的高效近似最近邻检索。重排序与上下文压缩能在有限 token 预算内显著提升回答的相关性与准确性 以 重排序 为代表的技术路线被广泛采用。GraphRAG 引入知识图谱的结构化关系，在实体关系密集的问题上优于纯向量检索。检索增强生成（RAG）通过在生成前从外部知识库检索相关文档并注入上下文，缓解大模型的幻觉与知识过期问题。,检索增强生成,2022,技术博客,OpenAI,185
a091,GPU 集群上的大模型分布式训练,算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河 以 英伟达 为代表的技术路线被广泛采用。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。,算力基础设施,2020,行业白皮书,Google DeepMind,190
a092,GPU 集群上的大模型分布式训练,英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟 以 H100 为代表的技术路线被广泛采用。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。,算力基础设施,2021,技术博客,Meta AI,182
a093,GPU 集群上的大模型分布式训练,推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本 以 A100 为代表的技术路线被广泛采用。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。,算力基础设施,2022,ICML,百度,172
a094,智算中心与弹性算力服务,模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力 以 H100 为代表的技术路线被广泛采用。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。,算力基础设施,2021,技术博客,阿里达摩院,189
a095,智算中心与弹性算力服务,面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算 以 A100 为代表的技术路线被广泛采用。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。,算力基础设施,2022,ICML,腾讯 AI Lab,175
a096,智算中心与弹性算力服务,算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河 以 CUDA 为代表的技术路线被广泛采用。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。,算力基础设施,2023,NeurIPS,智谱 AI,191
a097,大模型推理的显存与吞吐优化,英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟 以 A100 为代表的技术路线被广泛采用。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。,算力基础设施,2022,ICML,清华大学,182
a098,大模型推理的显存与吞吐优化,推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本 以 CUDA 为代表的技术路线被广泛采用。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。,算力基础设施,2023,NeurIPS,MIT,172
a099,大模型推理的显存与吞吐优化,模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力 以 量化 为代表的技术路线被广泛采用。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。,算力基础设施,2024,学术综述,斯坦福大学,187
a100,模型量化与部署加速技术,面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算 以 CUDA 为代表的技术路线被广泛采用。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。,算力基础设施,2023,NeurIPS,Anthropic,175
a101,模型量化与部署加速技术,算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河 以 量化 为代表的技术路线被广泛采用。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。,算力基础设施,2024,学术综述,字节跳动,189
a102,模型量化与部署加速技术,英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟 以 分布式训练 为代表的技术路线被广泛采用。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。,算力基础设施,2020,行业白皮书,月之暗面,183
a103,算力国产化与供应链分析,推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本 以 量化 为代表的技术路线被广泛采用。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。,算力基础设施,2024,学术综述,商汤研究院,170
a104,算力国产化与供应链分析,模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力 以 分布式训练 为代表的技术路线被广泛采用。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。,算力基础设施,2020,行业白皮书,中国科学院,190
a105,算力国产化与供应链分析,面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算 以 英伟达 为代表的技术路线被广泛采用。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。,算力基础设施,2021,技术博客,OpenAI,174
a106,云原生 AI 训练平台架构,算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河 以 分布式训练 为代表的技术路线被广泛采用。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。,算力基础设施,2020,行业白皮书,Google DeepMind,192
a107,云原生 AI 训练平台架构,英伟达的 H100、A100 等 GPU 在 AI 算力市场占据主导，CUDA 生态构成深厚护城河。推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟 以 英伟达 为代表的技术路线被广泛采用。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。,算力基础设施,2021,技术博客,Meta AI,181
a108,云原生 AI 训练平台架构,推理优化通过量化、KV 缓存、连续批处理等技术提升吞吐并降低延迟。模型量化将权重从 16 位压缩到 8 位甚至 4 位，在精度损失可控的前提下大幅降低部署成本 以 H100 为代表的技术路线被广泛采用。面对激增的算力需求，国内外云厂商纷纷建设智算中心提供弹性算力。算力是 AIGC 产业的地基，大模型训练依赖大规模 GPU 集群进行分布式计算。,算力基础设施,2022,ICML,百度,172
a109,AIGC 在智能客服中的落地实践,内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答 以 Copilot 为代表的技术路线被广泛采用。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。,AIGC应用,2020,行业白皮书,阿里达摩院,174
a110,AIGC 在智能客服中的落地实践,智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率 以 智能客服 为代表的技术路线被广泛采用。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。,AIGC应用,2021,技术博客,腾讯 AI Lab,167
a111,AIGC 在智能客服中的落地实践,代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习 以 代码生成 为代表的技术路线被广泛采用。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。,AIGC应用,2022,ACL,智谱 AI,171
a112,代码生成工具提升研发效率分析,教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验 以 智能客服 为代表的技术路线被广泛采用。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。,AIGC应用,2021,技术博客,清华大学,165
a113,代码生成工具提升研发效率分析,医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产 以 代码生成 为代表的技术路线被广泛采用。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。,AIGC应用,2022,ACL,MIT,175
a114,代码生成工具提升研发效率分析,内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答 以 知识库 为代表的技术路线被广泛采用。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。,AIGC应用,2023,CVPR,斯坦福大学,170
a115,内容创作领域的生成式 AI 应用,智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率 以 代码生成 为代表的技术路线被广泛采用。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。,AIGC应用,2022,ACL,Anthropic,167
a116,内容创作领域的生成式 AI 应用,代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习 以 知识库 为代表的技术路线被广泛采用。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。,AIGC应用,2023,CVPR,字节跳动,170
a117,内容创作领域的生成式 AI 应用,教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验 以 个性化 为代表的技术路线被广泛采用。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。,AIGC应用,2024,学术综述,月之暗面,164
a118,教育场景下的大模型个性化辅导,医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产 以 知识库 为代表的技术路线被广泛采用。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。,AIGC应用,2023,CVPR,商汤研究院,174
a119,教育场景下的大模型个性化辅导,内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答 以 个性化 为代表的技术路线被广泛采用。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。,AIGC应用,2024,学术综述,中国科学院,170
a120,教育场景下的大模型个性化辅导,智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率 以 Copilot 为代表的技术路线被广泛采用。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。,AIGC应用,2020,行业白皮书,OpenAI,170
