id,title,text_content,category,word_count,year,authors,venue
paper_0219,Scaling Laws for Neural Language Models — Extended Study 21,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,10499,2023,"Radford, A. et al.",VLDB
paper_0220,Scaling Laws for Neural Language Models — Extended Study 8,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,10454,2023,"Vaswani, A. et al.",CVPR
paper_0221,Constitutional AI: Harmlessness from AI Feedback — Extended Study 59,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,7350,2023,"Vig, J. et al.",Nature
paper_0222,Attention Is All You Need — Extended Study 79,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,6762,2022,"Vig, J. et al.",ICML
paper_0223,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 97,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,13074,2023,"Brown, T. et al.",ACL
paper_0224,Deep Residual Learning for Image Recognition — Extended Study 11,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,3070,2024,"Vaswani, A. et al.",CVPR
paper_0225,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 99,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,10387,2023,"Lewis, P. et al.",ICML
paper_0226,EfficientNet: Rethinking Model Scaling — Extended Study 64,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,9497,2022,"Brown, T. et al.",Nature
paper_0227,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 5,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,11746,2024,"LeCun, Y. et al.",ICLR
paper_0228,Scaling Laws for Neural Language Models — Extended Study 14,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,5715,2023,"Lewis, P. et al.",EMNLP
paper_0229,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 38,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,3349,2021,"Kingma, D. et al.",KDD
paper_0230,Adam: A Method for Stochastic Optimization — Extended Study 53,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,10600,2023,"Wei, J. et al.",EMNLP
paper_0231,Adam: A Method for Stochastic Optimization — Extended Study 34,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,11466,2021,"Dao, T. et al.",NeurIPS
paper_0232,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 15,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,3415,2021,"Dao, T. et al.",JMLR
paper_0233,Attention Is All You Need — Extended Study 98,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,4176,2024,"Radford, A. et al.",JMLR
paper_0234,Gradient-Based Learning Applied to Document Recognition — Extended Study 63,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,8131,2023,"Vig, J. et al.",CVPR
paper_0235,Constitutional AI: Harmlessness from AI Feedback — Extended Study 6,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,10276,2021,"Ho, J. et al.",ICML
paper_0236,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 75,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,14525,2024,"Devlin, J. et al.",NeurIPS
paper_0237,Batch Normalization: Accelerating Deep Network Training — Extended Study 5,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,5788,2021,"Kingma, D. et al.",ICLR
paper_0238,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 47,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,8475,2024,"Dao, T. et al.",ICLR
paper_0239,Denoising Diffusion Probabilistic Models — Extended Study 31,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,13904,2023,"Ouyang, L. et al.",Science
paper_0240,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 45,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,9128,2022,"Lewis, P. et al.",VLDB
paper_0241,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 89,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,3434,2022,"Lewis, P. et al.",AAAI
paper_0242,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 2,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,3907,2023,"Vig, J. et al.",Science
paper_0243,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 82,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,9622,2023,"Hu, E. et al.",Science
paper_0244,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 16,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,13050,2024,"Dao, T. et al.",CVPR
paper_0245,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 29,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,12304,2023,"Bai, Y. et al.",Science
paper_0246,Deep Residual Learning for Image Recognition — Extended Study 66,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,11115,2022,"Hu, E. et al.",JMLR
paper_0247,Constitutional AI: Harmlessness from AI Feedback — Extended Study 69,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,9162,2023,"Lewis, P. et al.",VLDB
paper_0248,Constitutional AI: Harmlessness from AI Feedback — Extended Study 63,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,13794,2024,"Wei, J. et al.",KDD
paper_0249,Deep Residual Learning for Image Recognition — Extended Study 91,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,4281,2022,"Kingma, D. et al.",VLDB
paper_0250,Scaling Laws for Neural Language Models — Extended Study 17,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,10890,2024,"Dao, T. et al.",NeurIPS
paper_0251,Attention Is All You Need — Extended Study 48,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,8961,2021,"Radford, A. et al.",CVPR
paper_0252,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 79,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,5052,2021,"Ho, J. et al.",EMNLP
paper_0253,EfficientNet: Rethinking Model Scaling — Extended Study 5,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,9442,2022,"Krizhevsky, A. et al.",JMLR
paper_0254,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 40,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,9564,2022,"Ouyang, L. et al.",SIGMOD
paper_0255,Attention Is All You Need — Extended Study 15,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,7849,2023,"Krizhevsky, A. et al.",KDD
paper_0256,Constitutional AI: Harmlessness from AI Feedback — Extended Study 31,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,12818,2022,"Kingma, D. et al.",Nature
paper_0257,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 91,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,4622,2024,"Kaplan, J. et al.",Science
paper_0258,EfficientNet: Rethinking Model Scaling — Extended Study 43,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,5066,2021,"LeCun, Y. et al.",NeurIPS
paper_0259,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 8,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,3116,2021,"Brown, T. et al.",JMLR
paper_0260,Gradient-Based Learning Applied to Document Recognition — Extended Study 97,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,3907,2021,"LeCun, Y. et al.",EMNLP
paper_0261,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 11,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,12591,2024,"Hu, E. et al.",SIGMOD
paper_0262,Scaling Laws for Neural Language Models — Extended Study 34,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,13215,2021,"He, K. et al.",ICML
paper_0263,Attention Is All You Need — Extended Study 8,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,14019,2022,"Hu, E. et al.",SIGMOD
paper_0264,Gradient-Based Learning Applied to Document Recognition — Extended Study 50,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,12387,2021,"Wei, J. et al.",EMNLP
paper_0265,GPT-4 Technical Report — Extended Study 27,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,14040,2022,"Brown, T. et al.",NeurIPS
paper_0266,Gradient-Based Learning Applied to Document Recognition — Extended Study 35,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,11670,2021,"Radford, A. et al.",Nature
paper_0267,Gradient-Based Learning Applied to Document Recognition — Extended Study 33,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,13291,2024,"Krizhevsky, A. et al.",AAAI
paper_0268,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 79,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,5269,2022,"Brown, T. et al.",JMLR
paper_0269,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 19,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,3343,2024,"Hu, E. et al.",JMLR
paper_0270,Adam: A Method for Stochastic Optimization — Extended Study 95,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,9514,2023,"Ho, J. et al.",KDD
paper_0271,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 83,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,13316,2022,"Vaswani, A. et al.",ACL
paper_0272,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 35,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,4906,2024,"Vig, J. et al.",CVPR
paper_0273,Adam: A Method for Stochastic Optimization — Extended Study 26,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,8191,2021,"Bai, Y. et al.",KDD
paper_0274,Deep Residual Learning for Image Recognition — Extended Study 3,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,6994,2022,"Lewis, P. et al.",JMLR
paper_0275,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 75,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,6737,2022,"LeCun, Y. et al.",ACL
paper_0276,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 83,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,9591,2024,"Ho, J. et al.",ACL
paper_0277,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 79,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,6938,2024,"Ouyang, L. et al.",ICLR
paper_0278,Constitutional AI: Harmlessness from AI Feedback — Extended Study 23,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,6055,2023,"Tan, M. et al.",VLDB
paper_0279,Scaling Laws for Neural Language Models — Extended Study 34,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,7229,2023,"Chen, M. et al.",ICLR
paper_0280,Scaling Laws for Neural Language Models — Extended Study 97,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,13318,2024,"Wei, J. et al.",EMNLP
paper_0281,Constitutional AI: Harmlessness from AI Feedback — Extended Study 16,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,4218,2023,"Lewis, P. et al.",CVPR
paper_0282,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 34,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,3398,2021,"LeCun, Y. et al.",SIGMOD
paper_0283,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,8471,2023,"Krizhevsky, A. et al.",VLDB
paper_0284,Scaling Laws for Neural Language Models — Extended Study 83,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,9367,2022,"Radford, A. et al.",SIGMOD
paper_0285,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 80,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,3854,2022,"Krizhevsky, A. et al.",VLDB
paper_0286,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 21,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,3259,2023,"Kaplan, J. et al.",CVPR
paper_0287,GPT-4 Technical Report — Extended Study 16,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,9757,2022,"Kaplan, J. et al.",EMNLP
paper_0288,Denoising Diffusion Probabilistic Models — Extended Study 20,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,6117,2023,"Chen, M. et al.",ICLR
paper_0289,Adam: A Method for Stochastic Optimization — Extended Study 2,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,5870,2023,"Krizhevsky, A. et al.",Nature
paper_0290,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 31,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,14820,2024,"Ouyang, L. et al.",CVPR
paper_0291,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 76,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,8174,2023,"Brown, T. et al.",VLDB
paper_0292,Deep Residual Learning for Image Recognition — Extended Study 94,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,10396,2023,"Brown, T. et al.",ICML
paper_0293,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 88,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,6548,2024,"Dao, T. et al.",NeurIPS
paper_0294,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 69,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,9974,2022,"Krizhevsky, A. et al.",EMNLP
paper_0295,Constitutional AI: Harmlessness from AI Feedback — Extended Study 57,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,4705,2021,"Tan, M. et al.",AAAI
paper_0296,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 22,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,6363,2022,"Vaswani, A. et al.",JMLR
paper_0297,Adam: A Method for Stochastic Optimization — Extended Study 7,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,8922,2024,"Lewis, P. et al.",NeurIPS
paper_0298,Batch Normalization: Accelerating Deep Network Training — Extended Study 23,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,13293,2023,"Wei, J. et al.",ACL
paper_0299,Denoising Diffusion Probabilistic Models — Extended Study 23,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,4812,2021,"Radford, A. et al.",Nature
paper_0300,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 23,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,13431,2024,"Lewis, P. et al.",Science
paper_0301,EfficientNet: Rethinking Model Scaling — Extended Study 99,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,7761,2023,"He, K. et al.",ACL
paper_0302,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 19,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,3107,2021,"Vig, J. et al.",KDD
paper_0303,Adam: A Method for Stochastic Optimization — Extended Study 39,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,5256,2024,"Kingma, D. et al.",Nature
paper_0304,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 89,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,14738,2022,"Radford, A. et al.",VLDB
paper_0305,Scaling Laws for Neural Language Models — Extended Study 28,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,13309,2024,"LeCun, Y. et al.",ICML
paper_0306,Batch Normalization: Accelerating Deep Network Training — Extended Study 95,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,14971,2023,"Krizhevsky, A. et al.",AAAI
paper_0307,Gradient-Based Learning Applied to Document Recognition — Extended Study 92,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,3319,2021,"Krizhevsky, A. et al.",ICML
paper_0308,Adam: A Method for Stochastic Optimization — Extended Study 16,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,13132,2023,"Wei, J. et al.",JMLR
paper_0309,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 18,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,5110,2024,"Tan, M. et al.",CVPR
paper_0310,Attention Is All You Need — Extended Study 28,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,9854,2021,"Dao, T. et al.",ACL
paper_0311,Denoising Diffusion Probabilistic Models — Extended Study 43,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,3627,2022,"Chen, M. et al.",CVPR
paper_0312,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 26,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,13971,2023,"He, K. et al.",Nature
paper_0313,Denoising Diffusion Probabilistic Models — Extended Study 60,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,8421,2022,"Ouyang, L. et al.",ICML
paper_0314,Scaling Laws for Neural Language Models — Extended Study 75,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,5319,2021,"Vig, J. et al.",ICML
paper_0315,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 52,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,6622,2021,"Bai, Y. et al.",JMLR
paper_0316,Batch Normalization: Accelerating Deep Network Training — Extended Study 51,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,12144,2024,"Ioffe, S. et al.",NeurIPS
paper_0317,Denoising Diffusion Probabilistic Models — Extended Study 2,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,7165,2023,"Kingma, D. et al.",ICLR
paper_0318,Attention Is All You Need — Extended Study 51,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,4631,2024,"Kaplan, J. et al.",ICLR
paper_0319,Attention Is All You Need — Extended Study 5,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,14235,2023,"Ioffe, S. et al.",JMLR
paper_0320,Adam: A Method for Stochastic Optimization — Extended Study 5,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,4635,2023,"Ho, J. et al.",KDD
paper_0321,Deep Residual Learning for Image Recognition — Extended Study 20,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,12504,2024,"Tan, M. et al.",SIGMOD
paper_0322,Batch Normalization: Accelerating Deep Network Training — Extended Study 18,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,7845,2021,"Ho, J. et al.",AAAI
paper_0323,EfficientNet: Rethinking Model Scaling — Extended Study 4,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,13718,2024,"Vig, J. et al.",VLDB
paper_0324,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 95,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,14777,2022,"Ho, J. et al.",AAAI
paper_0325,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 44,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,9102,2022,"Lewis, P. et al.",Science
paper_0326,GPT-4 Technical Report — Extended Study 86,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,12055,2021,"LeCun, Y. et al.",SIGMOD
paper_0327,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 84,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,10291,2023,"Lewis, P. et al.",AAAI
